姓名,籍贯,省份,城市,身份标签,严重度,恶性事件类型,涉及事件名称,罪行摘要,恶性事件详情,结局
李逢源,宁津,山东,德州,[伪宁津警备大队长；伪军铁杆，多次出城扫荡。],MEDIUM,扫荡,,伪职：伪宁津警备大队长；伪军铁杆，多次出城扫荡。；结局：宁津解放被俘处死,伪军铁杆，多次出城扫荡。,宁津解放被俘处死
李锡三,板浦、灌云全县,江苏,连云港,[伪灌云县警察局长],MEDIUM,清剿,,伪职：伪灌云县警察局长；罪行：执掌伪警察，搜捕地下抗日人员，刑讯爱国群众，配合伪军下乡清剿。；结局：战后被捕法办。,罪行：执掌伪警察，搜捕地下抗日人员，刑讯爱国群众，配合伪军下乡清剿。,战后被捕法办。
李锡侯,,,,[伪巨鹿县县长；配合张百奎伪军，实施清乡、抓丁征粮。],MEDIUM,清乡,,伪职：伪巨鹿县县长；配合张百奎伪军，实施清乡、抓丁征粮。；结局：抗战胜利逮捕，判处无期徒刑,配合张百奎伪军，实施清乡、抓丁征粮。,抗战胜利逮捕，判处无期徒刑
李锦堂,长治,山西,长治,[伪长治警备大队长],MEDIUM,扫荡,,伪职：伪长治警备大队长；罪行：驻守长治城，率伪军配合日军出城扫荡，抓捕民兵干部。；结局：解放后公审枪决,罪行：驻守长治城，率伪军配合日军出城扫荡，抓捕民兵干部。,解放后公审枪决
李锦堂,长治,山西,长治,[伪长治警备大队长],MEDIUM,扫荡,,伪职：伪长治警备大队长；罪行：驻守长治城，率伪军配合日军出城扫荡，抓捕民兵干部。；结局：解放后公审枪决,罪行：驻守长治城，率伪军配合日军出城扫荡，抓捕民兵干部。,解放后公审枪决
李长江,泰州、姜堰全境,江苏,泰州,[伪第一集团军总司令],MEDIUM,扫荡,,伪职：伪第一集团军总司令；罪行：原鲁苏皖边区游击副总指挥，1941 年 2 月率万余部队公开投敌，盘踞泰州；配合日军扫荡苏中根据地，掠夺物资，残害抗日军民；讨逆战役遭新四军重创西逃，后被日军下毒致瘫痪抖音百科。；结局：抗战胜利后被捕，病死狱中。,配合日军扫荡苏中根据地，掠夺物资，残害抗日军民,抗战胜利后被捕，病死狱中。
李鼎臣,,,,[伪冀县县长；修筑大批碉堡，配合日军扫荡冀南根据地。],MEDIUM,扫荡,,伪职：伪冀县县长；修筑大批碉堡，配合日军扫荡冀南根据地。；结局：战后逮捕判刑,修筑大批碉堡，配合日军扫荡冀南根据地。,战后逮捕判刑
杜三秃子,锦西缸窑岭,辽宁,葫芦岛,[伪缸窑岭警察署特务系头目（铁杆汉奸）],MEDIUM,扫荡,,伪职：伪缸窑岭警察署特务系头目（铁杆汉奸）；罪行：带领伪警察到处搜捕抗日人员，充当日军向导下乡扫荡，告密抓捕群众，制造多起冤狱，血债较多。；结局：抗战后期被抗日武装锄奸击毙。,罪行：带领伪警察到处搜捕抗日人员，充当日军向导下乡扫荡，告密抓捕群众，制造多起冤狱，血债较多。,抗战后期被抗日武装锄奸击毙。
杜绍先,景县,河北,衡水,[伪景县警备大队长；伪军铁杆，多次下乡清乡。],MEDIUM,清乡,,伪职：伪景县警备大队长；伪军铁杆，多次下乡清乡。；结局：景县解放被俘处决,伪军铁杆，多次下乡清乡。,景县解放被俘处决
杜耀卿,满城,河北,保定,[伪满城县县长；依托平汉铁路，修筑大量炮楼，扫荡满城西部山区根据地。],MEDIUM,扫荡,,伪职：伪满城县县长；依托平汉铁路，修筑大量炮楼，扫荡满城西部山区根据地。；结局：战后汉奸罪判处长期徒刑,依托平汉铁路，修筑大量炮楼，扫荡满城西部山区根据地。,战后汉奸罪判处长期徒刑
杜老印,武强,河北,衡水,[伪武强警备大队长；下乡扫荡，抓捕堡垒户。],MEDIUM,扫荡,,伪职：伪武强警备大队长；下乡扫荡，抓捕堡垒户。；结局：武强解放被俘处决,下乡扫荡，抓捕堡垒户。,武强解放被俘处决
杨仲华,东台全境,江苏,盐城,[伪第二集团军总司令],MEDIUM,扫荡,,伪职：伪第二集团军总司令；罪行：苏北早期投敌高级将领，麾下数万伪军；盘踞东台，修筑大量碉堡据点，频繁扫荡苏中抗日根据地，掠夺粮棉物资，祸害台城及周边乡镇。；结局：抗战胜利后被捕，汉奸审判判处死刑。,盘踞东台，修筑大量碉堡据点，频繁扫荡苏中抗日根据地，掠夺粮棉物资，祸害台城及周边乡镇。,抗战胜利后被捕，汉奸审判判处死刑。
杨作明,兴化城乡,江苏,泰州,[伪 22 师主力团长],MEDIUM,烧杀、扫荡,,伪职：伪 22 师主力团长；罪行：伪军骨干，带兵下乡扫荡，强拆民房木料砖石修筑碉堡，烧杀掠夺，百姓绰号 “火星菩萨”兴化日报。；结局：被新四军俘获，公审枪决兴化日报。,罪行：伪军骨干，带兵下乡扫荡，强拆民房木料砖石修筑碉堡，烧杀掠夺，百姓绰号 “火星菩萨”兴化日报。,被新四军俘获，公审枪决兴化日报。
杨开昌,潘集田集,安徽,淮南,[伪绥靖六团营长],MEDIUM,烧杀,,伪职：伪绥靖六团营长；罪行：杨立言之子，伪军基层带兵官，下乡烧杀骚扰根据地村庄。；结局：战斗中被击毙。,罪行：杨立言之子，伪军基层带兵官，下乡烧杀骚扰根据地村庄。,战斗中被击毙。
杨彦斌,不详,,,"[军长, 县长]",MEDIUM,清剿,,伪任职务：第七任（末代）伪无锡县长，多次带领日伪军下乡 “清剿” 太湖抗日游击队。。结局：日本投降被捕，判处死刑执行枪决无锡市档案...,伪任职务：第七任（末代）伪无锡县长，多次带领日伪军下乡 “清剿” 太湖抗日游击队。。结局：日本投降被捕，判处死刑执行枪决无锡市档案...,日本投降被捕，判处死刑执行枪决无锡市档案...
杨彦斌,无锡全县,江苏,无锡,[第六任伪无锡县县长],MEDIUM,清乡、围剿,,伪职：第六任伪无锡县县长；罪行：主导无锡汪伪时期 “清乡”，多次引日伪军围剿太湖支队抗日武装，搜捕地下抗日人员无锡市档案...。；结局：抗战胜利后以汉奸罪判刑。,罪行：主导无锡汪伪时期 “清乡”，多次引日伪军围剿太湖支队抗日武装，搜捕地下抗日人员无锡市档案...。,抗战胜利后以汉奸罪判刑。
杨德三,固阳,内蒙古,包头,[伪保安团团长；1937 奉日军命令攻占大佘太，洗劫商号，建立伪据点；1938 被门炳岳部击溃，化装逃跑，之后继续为日军驻守大佘太，配合日军扫荡周边中共巴彦淖...。],MEDIUM,扫荡,,伪职：伪保安团团长；1937 奉日军命令攻占大佘太，洗劫商号，建立伪据点；1938 被门炳岳部击溃，化装逃跑，之后继续为日军驻守大佘太，配合日军扫荡周边中共巴彦淖...。；结局：解放后镇反公审枪决,1938 被门炳岳部击溃，化装逃跑，之后继续为日军驻守大佘太，配合日军扫荡周边中共巴彦淖...。,解放后镇反公审枪决
杨志玉,陵川,山西,晋城,[伪陵川县县长（上党四大天王之一）；原国民党陵川县长],MEDIUM,清乡,,伪职：伪陵川县县长（上党四大天王之一）；原国民党陵川县长；罪行：1943 日军占领陵川，率县政府整体投敌；组建伪区乡政权，指挥伪军清乡搜捕抗日人员。；结局：陵川收复后审判处决,组建伪区乡政权，指挥伪军清乡搜捕抗日人员。,陵川收复后审判处决
杨志玉,山西陵川,山西,晋城,"[军长, 清乡, 县长]",MEDIUM,清乡,,伪任职务：原国民党陵川县长，率县府投敌，伪陵川县知事，指挥伪军清乡。结局：陵川收复后审判镇压,伪任职务：原国民党陵川县长，率县府投敌，伪陵川县知事，指挥伪军清乡。结局：陵川收复后审判镇压,陵川收复后审判镇压
杨志玉,陵川,山西,晋城,[伪陵川县县长（上党四大天王之一）；原国民党陵川县长],MEDIUM,清乡,,伪职：伪陵川县县长（上党四大天王之一）；原国民党陵川县长；罪行：1943 日军占领陵川，率县政府整体投敌；组建伪区乡政权，指挥伪军清乡搜捕抗日人员。；结局：陵川收复后审判处决,组建伪区乡政权，指挥伪军清乡搜捕抗日人员。,陵川收复后审判处决
杨志玉,陵川,山西,晋城,[伪陵川县县长（上党四大天王之一）],MEDIUM,清乡,,伪职：伪陵川县县长（上党四大天王之一）；罪行：原国民党陵川县长，1943 率县政府整套人马投敌；建立陵川伪政权，指挥伪军清乡搜捕抗日军民。；结局：陵川收复后审判处决,建立陵川伪政权，指挥伪军清乡搜捕抗日军民。,陵川收复后审判处决
杨揆一,湖北鹤峰,湖北,恩施,"[省级长官, 军长, 司令, 清乡]",MEDIUM,清乡,,伪任职务：伪湖北省省长、省保安司令、武汉绥靖公署主任，主持湖北清乡，整编华中伪军。结局：抗战后逮捕，1946 年南京雨花台枪决党史学习教...,伪任职务：伪湖北省省长、省保安司令、武汉绥靖公署主任，主持湖北清乡，整编华中伪军。结局：抗战后逮捕，1946 年南京雨花台枪决党史学习教...,抗战后逮捕，1946 年南京雨花台枪决党史学习教...
杨显之,阳城,山西,晋城,[伪阳城警备大队长],MEDIUM,扫荡,,伪职：伪阳城警备大队长；罪行：率伪军出城扫荡，抓捕抗日干部，残害堡垒户。；结局：解放后公审枪决,罪行：率伪军出城扫荡，抓捕抗日干部，残害堡垒户。,解放后公审枪决
杨显青,,,,[伪辽阳县首任县长],MEDIUM,围剿,,伪职：伪辽阳县首任县长；罪行：九一八后投敌，组建辽阳县伪公署；推行保甲连坐，配合日军围剿辽阳、吉洞峪一带抗日义勇军，强征粮食、劳工。；结局：抗战胜利逮捕，汉奸罪判刑。,推行保甲连坐，配合日军围剿辽阳、吉洞峪一带抗日义勇军，强征粮食、劳工。,抗战胜利逮捕，汉奸罪判刑。
杨琢青,安庆城区及四乡,安徽,安庆,[继任伪怀宁县县长],MEDIUM,扫荡,,伪职：继任伪怀宁县县长；罪行：接续伪县政务，扩充伪警察、伪保安武装，配合日军对洪镇、月山游击区扫荡，迫害抗日家属。；结局：肃奸运动判处重刑。,罪行：接续伪县政务，扩充伪警察、伪保安武装，配合日军对洪镇、月山游击区扫荡，迫害抗日家属。,肃奸运动判处重刑。
杨立言,潘集、凤台北部,安徽,淮南,[伪绥靖六团团长（大褂队）],MEDIUM,烧杀、烧杀抢掠,,伪职：伪绥靖六团团长（大褂队）；罪行：土匪投敌，“大褂队” 改编伪军，四处烧杀抢掠、绑票勒索，捕杀抗日干部，多次进攻凤台抗日民主政府，淮上祸害最大伪军头目之一淮南市人民...。；结局：1940 年苏涂村战斗被抗日武装击毙，部队全歼淮南日报。,罪行：土匪投敌，“大褂队” 改编伪军，四处烧杀抢掠、绑票勒索，捕杀抗日干部，多次进攻凤台抗日民主政府，淮上祸害最大伪军头目之一淮南市人民...。,1940 年苏涂村战斗被抗日武装击毙，部队全歼淮南日报。
杨老黑,雄县,河北,保定,[伪雄县警备大队长；驻守雄县城及昝岗据点，下乡扫荡。],MEDIUM,扫荡,,伪职：伪雄县警备大队长；驻守雄县城及昝岗据点，下乡扫荡。；结局：雄县解放被俘处决,驻守雄县城及昝岗据点，下乡扫荡。,雄县解放被俘处决
杨胯子,舒城县城汪圩,安徽,六安,[舒城城关维持会骨干],MEDIUM,烧杀、烧杀抢掠,,伪职：舒城城关维持会骨干；罪行：日军占领舒城后，领取日伪袖章膏药旗，搜集情报，带领日军下乡烧杀抢掠，胁迫群众 “欢迎皇军”。；结局：舒城光复后军法审判处决。,罪行：日军占领舒城后，领取日伪袖章膏药旗，搜集情报，带领日军下乡烧杀抢掠，胁迫群众 “欢迎皇军”。,舒城光复后军法审判处决。
杨诚,山西,山西,,"[军长, 师长]",MEDIUM,扫荡,,伪任职务：伪山西保安第一师师长，太原周边伪军主力，配合日军扫荡。结局：建国后逮捕，镇反处决,伪任职务：伪山西保安第一师师长，太原周边伪军主力，配合日军扫荡。结局：建国后逮捕，镇反处决,建国后逮捕，镇反处决
杨高伯,无锡,江苏,无锡,"[委员长, 维持会, 县长]",MEDIUM,刺杀,,伪任职务：维持会委员，第二任伪无锡县长，对日态度强硬，残酷对待抗日人员。。结局：1940 年被抗日锄奸人员刺杀；日军为此闭城大搜捕一周,伪任职务：维持会委员，第二任伪无锡县长，对日态度强硬，残酷对待抗日人员。。结局：1940 年被抗日锄奸人员刺杀,1940 年被抗日锄奸人员刺杀
林义和,马祖、嵛山岛，袭扰三沙、沙埕、三都澳沿海,福建,宁德,[伪福建和平救国军第一路军司令（长乐籍，盘踞闽东海岛）],MEDIUM,杀害,,伪职：伪福建和平救国军第一路军司令（长乐籍，盘踞闽东海岛）；罪行：海匪出身受厦门日军收编，指挥伪军在闽东海面劫掠商船渔船，登陆霞浦、福鼎沿海村镇抢掠，抓捕渔民，封锁闽东海上航道，为日军提供沿海情报。；结局：1942 年被伪军内部仇家郑德明等人沉海杀害。,结局：1942 年被伪军内部仇家郑德明等人沉海杀害。,1942 年被伪军内部仇家郑德明等人沉海杀害。
林金山,白驹、刘庄一带,江苏,盐城,[伪台北县（大丰）伪区长],MEDIUM,清乡,,伪职：伪台北县（大丰）伪区长；罪行：基层伪政权头目，积极推行清乡保甲，告密新四军情报，迫害接济抗日武装乡民。；结局：1946 年白驹公审判处死刑盐城市史志...。,罪行：基层伪政权头目，积极推行清乡保甲，告密新四军情报，迫害接济抗日武装乡民。,1946 年白驹公审判处死刑盐城市史志...。
柳世平（柳小五）,天津武清,天津,天津,"[军长, 县长]",MEDIUM,扫荡,,伪任职务：武清伪警备副大队长，郊县伪军头目，多次扫荡冀中根据地。结局：1945 年日本投降前夕被日军处决,伪任职务：武清伪警备副大队长，郊县伪军头目，多次扫荡冀中根据地。结局：1945 年日本投降前夕被日军处决,1945 年日本投降前夕被日军处决
